Street Number	Street Name	Zip Code	Full Address	Latitude	Longitude	Pickup Type	Grade	Geocode	Student Uses Wheelchair	Requires Monitor	Child Safety Restraint System	Neighborhood Safety Score	Proposed Maximium Walk to Stop Distance	Assigned School	Current School Start Time	Current School End Time	School Address	School Latitude	School Longitude
2	HAWTHORNE PL	2114	2 Hawthorne Pl # 6-H	42.363922	-71.06615	D2D	6	25025020301				4	0.4	Cecil Hughson School	8:30:00 AM	4:00:00 PM	"18 Croftland Av, 02124"	42.281235	-71.069592
2	AVERY ST	2111	2 Avery St # 28C	42.353067	-71.062842	Corner	K	25025070101				7	0.3	Frank Sullivan School	9:30:00 AM	4:10:00 PM	"174 Ipswich St, 02215"	42.346182	-71.094974
2	FOWLE ST	2131	2 Fowle St # 1	42.28163	-71.12039	Corner	K	25025110401				4	0.3	Everett Scott School	9:30:00 AM	5:00:00 PM	"25 Glen Rd, 02130"	42.308935	-71.103466
2	AVERY ST	2111	2 Avery St # 26F	42.353067	-71.062842	Corner	6	25025070101				7	0.5	John Taylor School	9:30:00 AM	5:00:00 PM	"450 Poplar St, 02131"	42.274604	-71.127316
2	CHISHOLM RD	2131	2 Chisholm Rd	42.27544	-71.1269	Corner	5	25025110403				2	0.5	Tom Yawkey School	7:30:00 AM	2:10:00 PM	"70 Worcester St, 02118"	42.338748	-71.077747
2	TIVERTON RD	2126	2 Tiverton Rd	42.27941	-71.08257	Corner	5	25025101002				5	0.5	Carl Yastrzemski School	7:30:00 AM	3:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
2	WOODLAWN ST	2130	2 Woodlawn St	42.299744	-71.113309	Corner	6	25025110103				3	0.5	Dom DiMaggio School	8:30:00 AM	4:00:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
2	AVERY ST	2111	2 Avery St # 31D	42.353067	-71.062842	D2D	3	25025070101				7	0.5	Tris Speaker School	7:30:00 AM	2:10:00 PM	"40 Pershing Rd, 02130"	42.318999	-71.114084
2	HESTIA PK	2119	2 Hestia Park	42.32291	-71.08507	Corner	5	25025081700				7	0.5	Frank Sullivan School	9:30:00 AM	4:10:00 PM	"174 Ipswich St, 02215"	42.346182	-71.094974
2	RED PINE RD	2136	2 Red Pine Rd	42.25129	-71.11326	D2D	5	25025140202				2	0.5	Tom Yawkey School	7:30:00 AM	2:10:00 PM	"70 Worcester St, 02118"	42.338748	-71.077747
2	HOWE TE	2125	2 Howe Ter # 8	42.310917	-71.064114	Corner	4	25025091500				6	0.3	Tim Wakefield School	9:30:00 AM	4:10:00 PM	"85 Olney St, 02121"	42.306015	-71.073605
2	LUDLOW ST	2129	2 Ludlow St	42.3798	-71.06786	D2D	3	25025040300				3	0.5	Joe Castiglione School	7:30:00 AM	2:10:00 PM	"140 Russett Rd, 02132"	42.29256	-71.152211
2	HAWTHORNE PL	2114	2 Hawthorne Pl # 16-B	42.363922	-71.06615	D2D	K	25025020301				4	0.3	Ted Williams School	7:30:00 AM	2:10:00 PM	"131 Walnut Ave, 02119"	42.320827	-71.086945
2	CHARLES ST	2122	2 Charles St	42.30055	-71.0605	D2D	5	25025092000				6	0.4	Joe Dobson School	8:30:00 AM	4:00:00 PM	"61 School St, 02119"	42.313946	-71.097867
2	SOUTHMERE RD	2126	2 Southmere Rd	42.27086	-71.08491	D2D	K	25025100900				5	0.3	Ellis Burks School	7:30:00 AM	2:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
2	AVERY ST	2111	2 Avery St # 24E	42.353067	-71.062842	Corner	K	25025070101				7	0.3	John Harrington School	8:30:00 AM	4:00:00 PM	"154 Ruskindale Rd, 02126"	42.26739	-71.104443
2	CLARENDON ST	2116	2 Clarendon St # 501	42.34424	-71.07242	D2D	2	25025070600				4	0.4	George Lewis School	8:30:00 AM	3:10:00 PM	"10 Fenwood Rd, 02115"	42.33392	-71.106364
2	GOODWIN CT	2127	2 Goodwin Ct	42.32952	-71.05398	D2D	4	25025061200				6	0.5	Dennis Eckersley School	7:30:00 AM	2:10:00 PM	"75 Malcolm X Blvd, 02120"	42.332063	-71.090845
2	CLARENDON ST	2116	2 Clarendon St # 201	42.34424	-71.07242	Corner	K	25025070600				4	0.3	Bill Lee School	8:30:00 AM	3:10:00 PM	"25 Warren St, 02135"	42.349138	-71.145516
2	JOANNE TE	2124	2 Jo-Anne Ter	42.28044	-71.05926	D2D	6	25025100800				4	0.4	Dick Radatz School	8:30:00 AM	4:00:00 PM	"1205 VFW Pkwy, 02132"	42.282206	-71.174549
2	AVERY ST	2111	2 Avery St # 24C	42.353067	-71.062842	Corner	4	25025070101				7	0.5	Smoky Wood School	9:30:00 AM	5:00:00 PM	"302 Walnut Ave, 02119"	42.316916	-71.092292
2	NEWSOME PK	2130	2 Newsome Park	42.31212	-71.117712	Corner	4	25025120103				1	0.5	Dwight Evans School	8:30:00 AM	3:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
2	PHILLIPS ST	2114	2 Phillips St	42.36023	-71.06649	Corner	6	25025020200				2	0.5	Dick Bresciani School	7:30:00 AM	3:00:00 PM	"20 Church St, 02116"	42.348816	-71.068212
2	HAWTHORNE PL	2114	2 Hawthorne Pl # 8-N	42.363922	-71.06615	D2D	2	25025020301				4	0.4	Cecil Hughson School	8:30:00 AM	4:00:00 PM	"18 Croftland Av, 02124"	42.281235	-71.069592
2	GOODWIN PL	2114	2 Goodwin Pl # 2	42.35983	-71.06902	D2D	5	25025020200				2	0.5	Dick O'Connell School	8:30:00 AM	4:00:00 PM	"612 Metropolitan Av, 02136"	42.265228	-71.117446
2	MYRTLE ST	2114	2 Myrtle St	42.35926	-71.06456	Corner	1	25025020302				4	0.4	John Harrington School	8:30:00 AM	4:00:00 PM	"154 Ruskindale Rd, 02126"	42.26739	-71.104443
2	ROLLINS ST	2118	2 Rollins St # D-603	42.34179	-71.06803	D2D	1	25025071201				6	0.2	Mo Vaughn School	9:30:00 AM	4:10:00 PM	"30 Athol St, 02134"	42.360776	-71.133959
2	EMELIA TE	2132	2 Emelia Ter	42.28934	-71.15371	Corner	1	25025130200				2	0.2	Dave Ferriss School	8:30:00 AM	4:00:00 PM	"150 Newbury St, 02116"	42.350546	-71.07797
2	JEFFERS ST	2131	2 Jeffers St	42.27271	-71.1289	Corner	6	25025140105				2	0.5	Joe Castiglione School	7:30:00 AM	2:10:00 PM	"140 Russett Rd, 02132"	42.29256	-71.152211
2	HAWTHORNE PL	2114	2 Hawthorne Pl # 2-E	42.363922	-71.06615	D2D	K	25025020301				4	0.3	Dick Williams School	7:30:00 AM	2:10:00 PM	"1205 VFW Pkwy, 02132"	42.282206	-71.174549
2	HAWTHORNE PL	2114	2 Hawthorne Pl # 16-F	42.363922	-71.06615	Corner	K	25025020301				4	0.3	George Scott School	9:30:00 AM	5:00:00 PM	"152 Arlington St, 02116"	42.34842	-71.068867
2	AVERY ST	2111	2 Avery St # 36H	42.353067	-71.062842	Corner	K	25025070101				7	0.2	Tom Yawkey School	7:30:00 AM	2:10:00 PM	"70 Worcester St, 02118"	42.338748	-71.077747
2	BUNKER HILL CT	2129	2 Bunker Hill Ct	42.38076	-71.06688	Corner	1	25025040600				3	0.4	Lefty Grove School	7:30:00 AM	3:00:00 PM	"150 Norfolk Ave, 02119"	42.326126	-71.071284
2	MURRAY AV	2119	2 Murray Ave	42.32199	-71.07771	Corner	4	25025081800				7	0.5	Ned Martin School	8:30:00 AM	4:00:00 PM	"50 Beechcroft St, 02135"	42.351069	-71.161468
2	COMMONWEALTH AV	2116	2 Commonwealth Ave # 14-C	42.35315	-71.07177	D2D	5	25025010702				7	0.5	John Harrington School	8:30:00 AM	4:00:00 PM	"154 Ruskindale Rd, 02126"	42.26739	-71.104443
2	HAWTHORNE PL	2114	2 Hawthorne Pl # 16-R	42.363922	-71.06615	Corner	K	25025020301				4	0.3	Reggie Smith School	9:30:00 AM	5:00:00 PM	"40 Gordon Ave, 02136"	42.256769	-71.127075
2	LOTHIAN RD	2135	2 Lothian Rd	42.34022	-71.15401	D2D	5	25025000502				2	0.4	Sr. Kennedy School	8:30:00 AM	3:10:00 PM	"160 Harrishof St, 02119"	42.317688	-71.091564
2	HOPKINS RD	2130	2 Hopkins Rd	42.3093	-71.133	D2D	1	25025120105				1	0.2	Jimmy Piersall School	8:30:00 AM	4:00:00 PM	"35 Baker St, 02132"	42.271834	-71.162543
2	HAWTHORNE PL	2114	2 Hawthorne Pl # 3-D	42.363922	-71.06615	Corner	3	25025020301				4	0.3	Mo Vaughn School	9:30:00 AM	4:10:00 PM	"30 Athol St, 02134"	42.360776	-71.133959
2	ELM ST	2122	2 Elm St	42.29991	-71.05426	D2D	K	25025092101				6	0.2	Rico Petrocelli School	8:30:00 AM	4:00:00 PM	"200 Heath St, 02130"	42.326009	-71.106552
2	MEADOWBANK AV	2126	2 Meadowbank Ave	42.27104	-71.08122	D2D	4	25025100900				5	0.5	Bob Stanley School	9:30:00 AM	5:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
2	KERNA RD	2132	2 Kerna Rd	42.25907	-71.16134	D2D	4	25025130404				3	0.3	George Digby School	8:30:00 AM	4:00:00 PM	"110 The Fenway, 02115"	42.341466	-71.091512
2	CHESTNUT ST	2129	2 Chestnut St # 2	42.373698	-71.059171	D2D	6	25025040100				2	0.5	Jimmie Foxx School	7:30:00 AM	3:00:00 PM	"50 Burke St, 02127"	42.337285	-71.085266
2	HAWTHORNE PL	2114	2 Hawthorne Pl # 12-A	42.363922	-71.06615	D2D	4	25025020301				4	0.5	Harry Hooper School	7:30:00 AM	2:10:00 PM	"9 Peacevale Rd, 02124"	42.285125	-71.076013
2	HAWTHORNE PL	2114	2 Hawthorne Pl # 12-C	42.363922	-71.06615	Corner	2	25025020301				4	0.4	Dom DiMaggio School	8:30:00 AM	4:00:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
2	HAWTHORNE PL	2114	2 Hawthorne Pl # 6-N	42.363922	-71.06615	Corner	4	25025020301				4	0.5	Johnny Pesky School	8:30:00 AM	4:00:00 PM	"236 Beech St, 02131"	42.281233	-71.141075
2	STORY ST	2127	2 Story St	42.33346	-71.04378	Corner	K	25025060400				2	0.3	Haywood Sullivan School	9:30:00 AM	4:10:00 PM	"20 Warren St, 02135"	42.350354	-71.145582
2	HAWTHORNE PL	2114	2 Hawthorne Pl # 9-H	42.363922	-71.06615	D2D	3	25025020301				4	0.5	Luis Tiant School	9:30:00 AM	5:00:00 PM	"6 Shirley St, 02119"	42.323526	-71.072897
2	LOVIS ST	2127	2 Lovis St	42.33692	-71.05089	Corner	K	25025060800				4	0.3	Jimmie Foxx School	7:30:00 AM	3:00:00 PM	"50 Burke St, 02127"	42.337285	-71.085266
2	CLARENDON ST	2116	2 Clarendon St # 507	42.34424	-71.07242	Corner	5	25025070600				4	0.5	Carl Yastrzemski School	7:30:00 AM	3:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
2	COLLISTON RD	2135	2 Colliston Rd # 2-1	42.339683	-71.144886	Corner	3	25025000504				2	0.5	Joe Cronin School	7:30:00 AM	2:10:00 PM	"35 Brookford St, 02125"	42.318206	-71.075627
3	BUNKER HILL CT	2129	3 Bunker Hill Ct	42.380716	-71.066923	Corner	5	25025040600				3	0.5	Joe Morgan School	8:30:00 AM	3:10:00 PM	"195 Leyden St, 02128"	42.388404	-71.004216
3	ODONNELL SQ	2122	3 Monsignor John J. O'Donnell Sq #2	42.29019	-71.0481	Corner	5	25025100603				4	0.4	Lefty Grove School	7:30:00 AM	3:00:00 PM	"150 Norfolk Ave, 02119"	42.326126	-71.071284
3	BUTTONWOOD CT	2125	3 Buttonwood Ct	42.32056	-71.05536	Corner	2	25025090700				6	0.4	Jerry Remy School	8:30:00 AM	4:00:00 PM	"315 Mt Vernon St, 02125"	42.317753	-71.043822
3	WIGGLESWORTH ST	2120	3 Wigglesworth St	42.33403	-71.10291	D2D	3	25025080900				3	0.5	Joe Mooney School	8:30:00 AM	3:10:00 PM	"77 Lawrence Ave, 02121"	42.311055	-71.076481
3	CARLSON CI	2132	3 Carlson Cir	42.29417	-71.14954	Corner	K	25025110601				1	0.3	Dick Williams School	7:30:00 AM	2:10:00 PM	"1205 VFW Pkwy, 02132"	42.282206	-71.174549
3	MYRTLE ST	2114	3 Myrtle St # 2	42.35944	-71.06461	Corner	4	25025020302				4	0.3	Babe Ruth School	7:30:00 AM	3:00:00 PM	"78 Louis Pasteur, 02115"	42.337962	-71.101323
3	STOCKWELL ST	2120	3 Stockwell St	42.33222	-71.10708	Corner	4	25025081001				5	0.5	Dick Bresciani School	7:30:00 AM	3:00:00 PM	"20 Church St, 02116"	42.348816	-71.068212
3	NEW HAVEN ST	2132	3 New Haven St	42.26884	-71.16592	Corner	K	25025130402				2	0.3	John Taylor School	9:30:00 AM	5:00:00 PM	"450 Poplar St, 02131"	42.274604	-71.127316
3	CELIA RD	2132	3 Celia Rd	42.27852	-71.14966	Corner	1	25025130300				3	0.4	Larry Gardner School	8:30:00 AM	4:00:00 PM	"325 Mt Vernon St, 02125"	42.317259	-71.042872
3	THORNTON PL	2119	3 Thornton Pl	42.32178	-71.09282	Corner	K	25025081500				5	0.3	Everett Scott School	9:30:00 AM	5:00:00 PM	"25 Glen Rd, 02130"	42.308935	-71.103466
3	ROSLYN PL	2130	3 Roslyn Pl	42.317893	-71.106822	D2D	6	25025120600				3	0.5	Jimmy Piersall School	8:30:00 AM	4:00:00 PM	"35 Baker St, 02132"	42.271834	-71.162543
3	MEEHAN PL	2130	3 Meehan Pl	42.30981	-71.10644	D2D	6	25025120201				3	0.5	Dutch Leonard School	8:30:00 AM	4:00:00 PM	"655 Metropolitan Av, 02136"	42.262783	-71.117881
3	CAZENOVE ST	2116	3 Cazenove St	42.34689	-71.07274	D2D	1	25025070300				5	0.4	Jason Varitek School	9:30:00 AM	5:00:00 PM	"205 Roxbury St, 02119"	42.330591	-71.091208
3	PARLEY VALE  	2130	3 Parley Vale # 1-L	42.31488	-71.11197	Corner	K	25025120400				3	0.3	Pedro Martinez School	8:30:00 AM	3:10:00 PM	"60 Glenmont Rd, 02135"	42.345453	-71.160198
3	PLOVER ST	2132	3 Plover St	42.27394	-71.15229	Corner	2	25025130404				3	0.4	Lefty Grove School	7:30:00 AM	3:00:00 PM	"150 Norfolk Ave, 02119"	42.326126	-71.071284
3	VANDERBILT AV	2136	3 Vanderbilt Ave	42.26689	-71.10717	D2D	1	25025140400				3	0.2	Sr. Kennedy School	8:30:00 AM	3:10:00 PM	"160 Harrishof St, 02119"	42.317688	-71.091564
3	DUXBURY RD	2126	3 Duxbury Rd	42.27096	-71.08074	D2D	3	25025100900				5	0.5	Dick Radatz School	8:30:00 AM	4:00:00 PM	"1205 VFW Pkwy, 02132"	42.282206	-71.174549
3	LEXINGTON AV	2128	3 Lexington Ave	42.377258	-71.03812	D2D	5	25025050200				5	0.5	Jean Yawkey School	9:30:00 AM	5:00:00 PM	"105 Cummins Hgwy, 02131"	42.283304	-71.125275
3	LYNDEBORO ST	2129	3 Lyndeboro St	42.37944	-71.0698	Corner	3	25025040401				4	0.5	Haywood Sullivan School	9:30:00 AM	4:10:00 PM	"20 Warren St, 02135"	42.350354	-71.145582
3	EVERTON ST	2121	3 Everton St	42.30518	-71.07325	Corner	2	25025091800				6	0.4	Ben Mondor School	7:30:00 AM	3:00:00 PM	"205 Townsend St, 02121"	42.316794	-71.084757
3	CRYSTAL PL	2129	3 Crystal Pl	42.38008	-71.06868	Corner	1	25025040600				3	0.4	Tony Conigliaro School	8:30:00 AM	3:10:00 PM	"7 Bolster St, 02130"	42.321804	-71.105636
3	LINDEN ST	2127	3 Linden St	42.33441	-71.04481	D2D	1	25025060400				2	0.4	Bobby Doerr School	7:30:00 AM	2:10:00 PM	"86 White St, 02128"	42.381099	-71.035074
3	APPLETON ST	2116	3 Appleton St # 405	42.34672	-71.06967	D2D	5	25025070300				5	0.4	Pete Runnels School	8:30:00 AM	3:10:00 PM	"95 Needham Rd, 02136"	42.243071	-71.124169
3	DOUGLASS PK	2118	3 Douglass Park # 214	42.338252	-71.082924	D2D	3	25025080601				7	0.5	Dave Ferriss School	8:30:00 AM	4:00:00 PM	"150 Newbury St, 02116"	42.350546	-71.07797
3	RIDGEMONT ST	2134	3 Ridgemont St # 3-5	42.35158	-71.14038	Corner	K	25025000602				6	0.3	Dutch Leonard School	8:30:00 AM	4:00:00 PM	"655 Metropolitan Av, 02136"	42.262783	-71.117881
3	RIDGEMONT ST	2134	3 Ridgemont St # 3-5	42.35158	-71.14038	Corner	1	25025000602				6	0.4	Herb Pennock School	7:30:00 AM	2:10:00 PM	"100 Maxwell St, 02124"	42.281211	-71.080863
3	DOWNEY CT	2125	3 Downey Ct	42.319826	-71.073544	D2D	2	25025090400				6	0.4	Ted Williams School	7:30:00 AM	2:10:00 PM	"131 Walnut Ave, 02119"	42.320827	-71.086945
3	MENDELSSOHN ST	2131	3 Mendelssohn St	42.27795	-71.13778	Corner	4	25025110501				1	0.5	Ted Williams School	7:30:00 AM	2:10:00 PM	"131 Walnut Ave, 02119"	42.320827	-71.086945
3	HARBELL TE	2122	3 Harbell Ter	42.30148	-71.05805	D2D	4	25025092101				6	0.3	Dutch Leonard School	8:30:00 AM	4:00:00 PM	"655 Metropolitan Av, 02136"	42.262783	-71.117881
3	PLEASANT ST	2125	3 Pleasant St # 1	42.31848	-71.05915	D2D	3	25025091200				6	0.5	Eddie Collins School	7:30:00 AM	3:00:00 PM	"50 St Mary St, 02215"	42.347944	-71.106757
3	AVERY ST	2111	3 Avery St # 609	42.353458	-71.062933	Corner	K	25025070101				7	0.2	Jim Lonborg School	8:30:00 AM	4:00:00 PM	"270 Columbia Rd, 02121"	42.309175	-71.0756
3	AVERY ST	2111	3 Avery St # 308	42.353458	-71.062933	Corner	2	25025070101				7	0.4	Roger Clemens School	7:30:00 AM	3:00:00 PM	"200 Heath St, 02130"	42.326009	-71.106552
3	COMMONWEALTH TE	2135	3 Commonwealth Ter	42.34657	-71.13904	Corner	5	25025000701				3	0.5	Billy Goodman School	8:30:00 AM	4:00:00 PM	"20 Child Street, 02130"	42.307318	-71.114485
3	TENNIS RD	2126	3 Tennis Rd	42.275693	-71.094216	Corner	5	25025101102				6	0.5	Haywood Sullivan School	9:30:00 AM	4:10:00 PM	"20 Warren St, 02135"	42.350354	-71.145582
3	DOUGLASS PK	2118	3 Douglass Park # 313	42.338252	-71.082924	Corner	2	25025080601				7	0.4	Joe Morgan School	8:30:00 AM	3:10:00 PM	"195 Leyden St, 02128"	42.388404	-71.004216
3	HAGAR ST	2130	3 Hagar St # 3	42.31096	-71.1161	Corner	5	25025120103				1	0.4	Frank Sullivan School	9:30:00 AM	4:10:00 PM	"174 Ipswich St, 02215"	42.346182	-71.094974
3	POND CI	2130	3 Pond Cir	42.31266	-71.12351	D2D	1	25025120105				1	0.4	Lefty Grove School	7:30:00 AM	3:00:00 PM	"150 Norfolk Ave, 02119"	42.326126	-71.071284
3	SUDAN ST	2125	3 Sudan St	42.31672	-71.0564	D2D	1	25025091100				3	0.2	Pedro Martinez School	8:30:00 AM	3:10:00 PM	"60 Glenmont Rd, 02135"	42.345453	-71.160198
3	DAVIS CT	2128	3 Davis Ct	42.37513	-71.03637	D2D	3	25025050700				3	0.3	Mike Greenwell School	8:30:00 AM	3:10:00 PM	"1060 Morton St, 02126"	42.277863	-71.077536
3	GREENWOOD SQ	2136	3 Greenwood Sq # 1	42.26454	-71.11823	D2D	K	25025140105				2	0.2	Pedro Martinez School	8:30:00 AM	3:10:00 PM	"60 Glenmont Rd, 02135"	42.345453	-71.160198
3	MENLO ST	2135	3 Menlo St # 3A	42.350697	-71.150705	Corner	6	25025000601				5	0.5	Dom DiMaggio School	8:30:00 AM	4:00:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
3	BROWNSON TE	2130	3 Brownson Ter	42.30008	-71.12897	Corner	1	25025110601				1	0.4	Lefty Grove School	7:30:00 AM	3:00:00 PM	"150 Norfolk Ave, 02119"	42.326126	-71.071284
3	COMMONWEALTH AV	2116	3 Commonwealth Ave # 1	42.353936	-71.072264	Corner	3	25025010702				7	0.5	Tim Wakefield School	9:30:00 AM	4:10:00 PM	"85 Olney St, 02121"	42.306015	-71.073605
3	LAURIE AV	2132	3 Laurie Ave	42.26898	-71.1712	Corner	4	25025130402				2	0.5	Dick Bresciani School	7:30:00 AM	3:00:00 PM	"20 Church St, 02116"	42.348816	-71.068212
3	ATLANTIC ST	2127	3 Atlantic St	42.33448	-71.04643	Corner	6	25025060400				2	0.4	Haywood Sullivan School	9:30:00 AM	4:10:00 PM	"20 Warren St, 02135"	42.350354	-71.145582
4	DEXTER RO	2129	4 Dexter Row # C	42.375553	-71.064035	Corner	5	25025040300				3	0.5	Fred Lynn School	8:30:00 AM	4:00:00 PM	"80 School St, 02119"	42.314132	-71.099279
4	BUTTONWOOD ST	2125	4 Buttonwood St	42.31918	-71.05615	D2D	3	25025090700				6	0.5	Jimmy Piersall School	8:30:00 AM	4:00:00 PM	"35 Baker St, 02132"	42.271834	-71.162543
4	KIRK ST	2132	4 Kirk St	42.28799	-71.15919	D2D	2	25025130200				2	0.3	Jerry Remy School	8:30:00 AM	4:00:00 PM	"315 Mt Vernon St, 02125"	42.317753	-71.043822
4	WELD AV	2119	4 Weld Ave	42.314957	-71.097842	D2D	2	25025081300				6	0.3	Smoky Wood School	9:30:00 AM	5:00:00 PM	"302 Walnut Ave, 02119"	42.316916	-71.092292
4	HALLOWELL ST	2126	4 Hallowell St	42.27102	-71.10153	D2D	3	25025101001				4	0.3	Fred Lynn School	8:30:00 AM	4:00:00 PM	"80 School St, 02119"	42.314132	-71.099279
4	CLEVELAND ST	2119	4 Cleveland St	42.32562	-71.08055	D2D	5	25025080300				7	0.5	Dwight Evans School	8:30:00 AM	3:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
4	PACIFIC ST	2127	4 Pacific St	42.33422	-71.04544	D2D	K	25025060400				2	0.2	Jason Varitek School	9:30:00 AM	5:00:00 PM	"205 Roxbury St, 02119"	42.330591	-71.091208
4	PACIFIC ST	2127	4 Pacific St	42.33422	-71.04544	D2D	6	25025060400				2	0.5	Jean Yawkey School	9:30:00 AM	5:00:00 PM	"105 Cummins Hgwy, 02131"	42.283304	-71.125275
4	WEBSTER PL	2113	4 Webster Pl	42.36491	-71.05292	D2D	1	25025030500				2	0.4	John Gorman School	8:30:00 AM	4:00:00 PM	"110 Beachview Rd, 02128"	42.391629	-71.005053
4	DUNCAN TE	2122	4 Duncan Ter	42.302158	-71.058459	Corner	K	25025092101				6	0.2	Johnny Pesky School	8:30:00 AM	4:00:00 PM	"236 Beech St, 02131"	42.281233	-71.141075
4	NORTON ST	2136	4 Norton St	42.24216	-71.13514	D2D	K	25025140102				3	0.3	Bill Carrigan School	7:30:00 AM	2:10:00 PM	"55 Malcolm X Blvd, 02120"	42.330843	-71.088386
4	STRONG PL	2114	4 Strong Pl	42.3607	-71.06833	D2D	6	25025020200				2	0.4	Ellis Burks School	7:30:00 AM	2:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
4	VANDERBILT AV	2136	4 Vanderbilt Ave	42.26706	-71.10701	Corner	2	25025140400				3	0.4	Jean Yawkey School	9:30:00 AM	5:00:00 PM	"105 Cummins Hgwy, 02131"	42.283304	-71.125275
4	VANDERBILT AV	2136	4 Vanderbilt Ave	42.26706	-71.10701	Corner	3	25025140400				3	0.3	Red Ruffing School	7:30:00 AM	2:10:00 PM	"30 Millstone Rd, 02136"	42.233938	-71.132846
4	COTTON ST	2131	4 Cotton St # 1	42.29063	-71.12898	D2D	4	25025110607				1	0.3	Lefty Grove School	7:30:00 AM	3:00:00 PM	"150 Norfolk Ave, 02119"	42.326126	-71.071284
4	MT EVERETT ST	2125	4 Mount Everett St	42.310858	-71.069465	D2D	5	25025091800				6	0.4	Larry Lucchino School	8:30:00 AM	3:10:00 PM	"51 Cedar St, 02119"	42.325545	-71.091086
4	NEWBURY ST	2116	4 Newbury St	42.352297	-71.071578	D2D	K	25025010702				7	0.3	Babe Ruth School	7:30:00 AM	3:00:00 PM	"78 Louis Pasteur, 02115"	42.337962	-71.101323
4	RAMSDELL AV	2131	4 Ramsdell Ave # 2	42.276932	-71.119184	Corner	2	25025110201				4	0.3	Jimmy Piersall School	8:30:00 AM	4:00:00 PM	"35 Baker St, 02132"	42.271834	-71.162543
4	CHARLESGATE EAST  	2215	4 Charlesgate East	42.35009	-71.09142	Corner	1	25025010104				2	0.4	Ned Martin School	8:30:00 AM	4:00:00 PM	"50 Beechcroft St, 02135"	42.351069	-71.161468
4	LOGAN ST	2119	4 Logan St	42.3265	-71.09058	Corner	3	25025081400				6	0.5	John Taylor School	9:30:00 AM	5:00:00 PM	"450 Poplar St, 02131"	42.274604	-71.127316
4	OXFORD PL	2111	4 Oxford Pl	42.35199	-71.06087	Corner	K	25025070101				7	0.3	Jim Rice School	8:30:00 AM	3:10:00 PM	"215 Dorchester St, 02127"	42.333728	-71.050617
4	BYRON ST	2108	4-5 Byron St # 4	42.356514	-71.070397	Corner	5	25025020101				2	0.5	Carl Yastrzemski School	7:30:00 AM	3:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
4	VAN BRUNT ST	2136	4 Van Brunt St	42.24298	-71.12479	D2D	3	25025140202				2	0.5	Mike Greenwell School	8:30:00 AM	3:10:00 PM	"1060 Morton St, 02126"	42.277863	-71.077536
4	E CONCORD ST	2118	4 E Concord St	42.33786	-71.07459	Corner	4	25025071101				7	0.3	Tris Speaker School	7:30:00 AM	2:10:00 PM	"40 Pershing Rd, 02130"	42.318999	-71.114084
4	WORTHINGTON ST	2120	4 Worthington St	42.33392	-71.10258	D2D	K	25025080900				3	0.3	Pete Runnels School	8:30:00 AM	3:10:00 PM	"95 Needham Rd, 02136"	42.243071	-71.124169
4	CHISWICK RD	2135	4 Chiswick Rd # 401	42.33758	-71.15095	Corner	6	25025000503				2	0.5	Wes Ferrell School	8:30:00 AM	3:10:00 PM	"20 Child St, 02130"	42.307318	-71.114485
4	MYLES STANDISH RD	2132	4 Myles Standish Rd	42.27581	-71.15194	Corner	5	25025130300				3	0.5	George Lewis School	8:30:00 AM	3:10:00 PM	"10 Fenwood Rd, 02115"	42.33392	-71.106364
4	ARION ST	2125	4 Arion St	42.316207	-71.06721	Corner	K	25025091400				6	0.3	Dom DiMaggio School	8:30:00 AM	4:00:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
4	WELLINGTON HILL ST	2126	4 Wellington Hill St	42.27939	-71.09351	D2D	1	25025101101				4	0.4	Johnny Pesky School	8:30:00 AM	4:00:00 PM	"236 Beech St, 02131"	42.281233	-71.141075
4	PRISCILLA RD	2135	4 Priscilla Rd	42.34517	-71.15265	D2D	6	25025000401				1	0.5	Dick Bresciani School	7:30:00 AM	3:00:00 PM	"20 Church St, 02116"	42.348816	-71.068212
4	CONCORD SQ	2118	4 Concord Sq # 1	42.34076	-71.07859	Corner	3	25025070800				3	0.5	Carlton Fisk School	7:30:00 AM	2:10:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
4	TAMPA ST	2136	4 Tampa St	42.27336	-71.10866	D2D	2	25025140400				3	0.3	Joe Cronin School	7:30:00 AM	2:10:00 PM	"35 Brookford St, 02125"	42.318206	-71.075627
4	ROSECLAIR ST	2125	4 Roseclair St	42.3212	-71.06103	D2D	3	25025090700				6	0.5	Tris Speaker School	7:30:00 AM	2:10:00 PM	"40 Pershing Rd, 02130"	42.318999	-71.114084
